match_id,p1_diffp,distance_run,p1_serve,p1_ace,p1_net_pt_won,p1_label
0,0,6.718,0,0,0,0
0,-1,7.631,0,0,0,1
0,0,70.044,0,0,0,0
0,-1,42.94,0,0,0,1
0,0,21.835,0,0,0,1
0,1,0.729,0,0,0,0
0,0,1.617,0,0,0,0
0,-1,1.136,0,0,0,0
0,0,7.308,1,0,0,1
0,1,12.63,1,0,1,1
0,2,4.239,1,0,0,1
0,3,8.358,1,0,0,0
0,2,11.526,1,0,0,1
0,0,32.923,0,0,0,1
0,1,16.843,0,0,0,0
0,0,8.902,0,0,0,0
0,-1,7.188,0,0,0,0
0,-2,1.203,0,0,0,0
0,0,25.195,1,0,0,1
0,1,1.544,1,0,0,0
0,0,12.946,1,0,0,0
0,-1,4.202,1,0,0,1
0,0,5.061,1,0,0,0
0,-1,40.04,1,0,0,0
0,0,15.329,0,0,0,0
0,-1,6.648,0,0,0,1
0,0,18.285,0,0,0,0
0,-1,15.033,0,0,0,0
0,-2,51.154,0,0,1,1
0,-1,37.839,0,0,0,1
0,0,22.348,0,0,0,1
0,1,20.832,0,0,0,0
0,0,18.666,0,0,0,0
0,-1,17.768,0,0,0,1
0,0,16.272,0,0,0,0
0,-1,19.741,0,0,0,1
0,0,16.566,0,0,0,1
0,1,1.015,0,0,0,0
0,0,34.6,0,0,0,0
0,-1,30.164,0,0,0,1
0,0,11.716,0,0,0,0
0,-1,11.645,0,0,0,0
0,0,5.839,1,0,0,1
0,1,5.707,1,0,0,0
0,0,1.518,1,0,0,0
0,-1,10.416,1,0,0,0
0,-2,6.55,1,0,0,1
0,-1,18.155,1,0,1,1
0,0,9.226,1,0,1,1
0,1,23.988,1,0,0,1
0,0,14.05,0,0,0,0
0,-1,11.046,0,0,0,1
0,0,13.185,0,0,0,0
0,-1,16.359,0,0,0,0
0,-2,12.312,0,0,0,1
0,-1,20.628,0,0,0,1
0,0,13,0,0,0,0
0,-1,1.865,0,0,0,0
0,0,7.196,1,0,0,0
0,-1,18.567,1,0,0,1
0,0,2.312,1,0,0,1
0,1,20.729,1,0,1,1
0,2,0,1,1,0,1
0,0,66.051,0,0,0,1
0,1,5.41,0,0,0,1
0,2,6.454,0,0,0,0
0,1,5.555,0,0,0,1
0,2,12.044,0,0,0,0
0,1,11.127,0,0,0,1
0,0,29.269,1,0,0,1
0,1,5.17,1,0,0,1
0,2,4.901,1,0,0,0
0,1,2.559,1,0,0,1
0,2,4.559,1,0,0,1
0,0,6.958,0,0,0,0
0,-1,21.572,0,0,0,1
0,0,1.796,0,0,0,0
0,-1,14.401,0,0,0,0
0,-2,28.05,0,0,0,0
0,0,8.178,1,0,0,1
0,1,9.464,1,0,0,1
0,2,15.671,1,0,0,0
0,1,35.211,1,0,1,1
0,2,6.304,1,0,0,0
0,1,18.374,1,0,0,0
0,0,9.086,1,0,0,1
0,1,3.861,1,0,0,1
0,0,14.701,0,0,0,0
0,-1,10.826,0,0,1,1
0,0,26.067,0,0,0,0
0,-1,17.319,0,0,0,1
0,0,31.781,0,0,0,1
0,1,6.414,0,0,0,1
0,0,36.084,1,0,0,0
0,-1,16.595,1,0,1,1
0,0,27.722,1,0,0,1
0,1,10.044,1,0,0,0
0,0,52.318,1,0,0,0
0,-1,2.056,1,0,0,1
0,0,12.292,1,0,0,1
0,1,3.767,1,0,0,1
1,0,13.646,0,0,0,1
1,1,6.596,0,0,0,0
1,0,72.403,0,0,0,0
1,-1,17.565,0,0,0,1
1,0,3.195,0,0,0,1
1,1,5.414,0,0,0,0
1,0,4.703,0,0,0,0
1,-1,18.651,0,0,0,1
1,0,4.863,0,0,0,0
1,-1,21.321,0,0,1,1
1,0,0.971,0,0,0,0
1,-1,17.748,0,0,0,0
1,0,10.801,1,0,1,1
1,1,10.715,1,0,0,1
1,2,6.632,1,0,0,1
1,3,3.931,1,0,0,1
1,0,4.711,0,0,0,0
1,-1,33.676,0,0,0,1
1,0,14.696,0,0,0,0
1,-1,5.771,0,0,0,0
1,-2,20.07,0,0,0,0
1,0,19.797,1,0,1,1
1,1,5.527,1,0,0,1
1,2,22.044,1,0,0,0
1,1,19.56,1,0,0,1
1,2,5.568,1,0,0,1
1,0,4.021,0,0,0,0
1,-1,5.715,0,0,0,0
1,-2,12.276,0,0,0,1
1,-1,1.222,0,0,0,0
1,-2,6.431,0,0,0,0
1,0,22.039,1,0,0,1
1,1,28.643,1,0,0,0
1,0,8.482,1,0,0,1
1,1,2.78,1,0,0,1
1,2,11.155,1,0,1,1
1,0,6.455,0,0,0,0
1,-1,1.184,0,0,0,0
1,-2,5.556,0,0,0,0
1,-3,1.498,0,0,0,0
1,0,36.345,1,0,0,0
1,-1,4.229,1,0,0,1
1,0,28.271,1,0,0,0
1,-1,7.168,1,0,0,0
1,-2,6.191,1,0,0,0
1,0,8.128,0,0,0,1
1,1,6.102,0,0,0,0
1,0,6.412,0,0,0,1
1,1,12.764,0,0,0,0
1,0,4.444,0,0,0,0
1,-1,17.785,0,0,0,0
1,0,12.678,1,0,0,1
1,1,10.698,1,0,1,1
1,2,15.229,1,0,1,1
1,3,5.137,1,0,0,1
1,0,8.712,0,0,0,0
1,-1,17.218,0,0,0,0
1,-2,1.945,0,0,0,1
1,-1,11.353,0,0,0,0
1,-2,2.164,0,0,0,0
1,0,10.748,1,0,0,1
1,1,0.95,1,1,0,1
1,2,0.913,1,1,0,1
1,3,0.628,1,1,0,1
1,0,1.486,0,0,0,0
1,-1,34.081,0,0,0,0
1,-2,4.017,0,0,0,0
1,-3,10.645,0,0,0,0
1,0,7.694,1,0,1,1
1,1,19.77,1,0,1,1
1,2,17.058,1,0,0,1
1,3,6.731,1,0,0,1
1,0,19.792,0,0,0,1
1,1,19.912,0,0,0,0
1,0,19.786,0,0,0,0
1,-1,1.657,0,0,0,0
1,-2,6.537,0,0,0,0
1,0,9.082,1,0,1,1
1,1,8.576,1,0,0,1
1,2,3.908,1,0,0,1
1,3,11.221,1,0,0,1
1,0,6.559,0,0,0,0
1,-1,10.427,0,0,0,1
1,0,32.05,0,0,0,0
1,-1,9.595,0,0,0,0
1,-2,45.705,0,0,0,1
1,-1,3.974,0,0,0,0
1,0,3.465,1,0,0,1
1,1,1.582,1,0,0,0
1,0,38.144,1,0,0,1
1,1,13.238,1,0,0,0
1,0,4.527,1,0,0,1
1,1,1.135,1,1,0,1
1,0,9.363,0,0,0,0
1,-1,39.751,0,0,0,0
1,-2,18.579,0,0,0,1
1,-1,5.043,0,0,0,0
1,-2,1.002,0,0,0,0
1,0,24.8,1,0,1,1
1,1,4.948,1,0,0,1
1,2,6.38,1,0,0,1
1,3,4.012,1,0,0,1
1,0,29.782,0,0,0,0
1,-1,10.813,0,0,0,1
1,0,13.262,0,0,0,0
1,-1,11.803,0,0,0,0
1,-2,6.848,0,0,0,0
1,0,16.204,1,0,1,1
1,1,14.152,0,0,0,0
1,0,6.819,0,0,0,0
1,-1,66.158,1,0,0,0
1,-2,0.786,1,1,0,1
1,-1,1.766,0,0,0,0
1,-2,9.438,0,0,0,0
1,-3,13.647,1,0,1,1
1,-2,6.443,1,0,0,1
1,-1,16.192,0,0,0,0
1,-2,0.976,0,0,0,0
1,0,6.135,0,0,0,0
1,-1,6.506,0,0,0,0
1,-2,31.363,0,0,0,0
1,-3,50.761,0,0,1,1
1,-2,8.018,0,0,0,1
1,-1,11.14,0,0,0,0
1,0,9.132,1,0,0,0
1,-1,2.773,1,1,0,1
1,0,0.702,1,1,0,1
1,1,13.685,1,0,1,1
1,2,37.197,1,0,0,1
1,0,15.077,0,0,0,1
1,1,23.362,0,0,0,1
1,2,0.66,0,0,0,0
1,1,49.653,0,0,0,0
1,0,4.963,0,0,0,0
1,-1,26.462,0,0,0,0
1,0,5.829,1,0,0,1
1,1,13.754,1,0,0,0
1,0,0.958,1,1,0,1
1,1,6.876,1,0,1,1
1,2,5.246,1,0,0,1
1,0,33.09,0,0,0,0
1,-1,19.391,0,0,0,0
1,-2,38.597,0,0,1,1
1,-1,9.673,0,0,0,0
1,-2,1.47,0,0,0,0
1,0,0.881,1,1,0,1
1,1,0.74,1,1,0,1
1,2,11.758,1,0,1,1
1,3,10.704,1,0,1,1
1,0,14.698,0,0,0,1
1,1,79.474,0,0,0,0
1,0,1.035,0,0,0,0
1,-1,0.801,0,0,0,0
1,-2,22.441,0,0,0,1
1,-1,20.444,0,0,0,1
1,0,8.014,0,0,0,0
1,-1,1.464,0,0,0,0
1,0,18.445,1,0,0,0
1,-1,15.093,1,0,0,0
1,-2,14.706,1,0,0,0
1,-3,20.958,1,0,0,1
1,-2,28.195,1,0,0,1
1,-1,4.692,1,0,0,1
1,0,15.274,1,0,0,0
1,-1,14.888,1,0,1,1
1,0,11.838,1,0,0,1
1,1,19.382,1,0,0,1
1,0,64.2,0,0,0,1
1,1,6.278,0,0,0,0
1,0,9.96,0,0,0,0
1,-1,9.208,0,0,0,0
1,-2,20.416,0,0,0,1
1,-1,23.829,0,0,1,1
1,0,58.44,0,0,0,0
1,-1,41.411,0,0,0,0
1,0,5.248,1,0,0,1
1,1,12.991,1,0,0,1
1,2,13.642,1,0,0,1
1,3,15.622,1,0,0,1
1,0,11.35,0,0,0,0
1,-1,32.225,0,0,0,0
1,-2,12.981,0,0,0,1
1,-1,1.056,0,0,0,0
1,-2,45.426,0,0,0,0
1,0,13.532,1,0,1,1
1,1,0.923,1,1,0,1
1,2,18.217,1,0,0,0
1,1,2.195,1,0,0,1
1,2,10.495,1,0,0,1
1,0,66.76,0,0,0,1
1,1,6.961,1,0,0,0
1,0,11.808,1,0,0,0
1,-1,3.906,0,0,0,1
1,0,5.21,0,0,0,0
1,-1,2.556,1,0,0,1
1,0,83.959,1,0,0,0
1,-1,8.535,0,0,0,0
1,-2,5.539,0,0,0,0
1,-3,2.755,1,1,0,1
1,-2,15.573,1,0,1,1
1,-1,0.83,0,0,0,0
2,0,8.929,0,0,0,1
2,1,5.196,0,0,0,0
2,0,28.364,0,0,0,0
2,-1,6.553,0,0,0,0
2,-2,1.364,0,0,0,0
2,0,19.049,1,0,0,1
2,1,9.361,1,0,0,1
2,2,0.565,1,0,0,1
2,3,37.632,1,0,0,1
2,0,6.383,0,0,0,0
2,-1,67.778,0,0,0,0
2,-2,1.987,0,0,0,1
2,-1,5.272,0,0,0,1
2,0,7.268,0,0,0,0
2,-1,27.686,0,0,1,1
2,0,11.647,0,0,0,0
2,-1,41.978,0,0,0,0
2,0,3.649,1,0,0,1
2,1,0.888,1,0,0,1
2,2,7.294,1,0,0,1
2,3,19.989,1,0,0,0
2,2,26.962,1,0,0,1
2,0,8.729,0,0,0,0
2,-1,1.081,0,0,0,0
2,-2,7.972,0,0,0,0
2,-3,1.728,0,0,0,0
2,0,5.633,1,0,0,0
2,-1,13.571,1,0,1,1
2,0,19.743,1,0,0,0
2,-1,58.227,1,0,0,0
2,-2,26.719,1,0,1,1
2,-1,0.709,1,1,0,1
2,0,37.876,1,0,1,1
2,1,10.99,1,0,0,0
2,0,1.101,1,0,0,1
2,1,9.979,1,0,0,0
2,0,15.624,1,0,0,0
2,-1,19.442,1,0,0,0
2,0,56.57,0,0,0,1
2,1,10.752,0,0,0,0
2,0,1.224,0,0,0,0
2,-1,5.429,0,0,0,0
2,-2,1.301,0,0,0,0
2,0,30.382,1,0,0,0
2,-1,0.788,1,1,0,1
2,0,5.762,1,0,0,0
2,-1,8.44,1,0,0,0
2,-2,6.096,1,0,0,1
2,-1,14.576,1,0,0,0
2,0,1.169,0,0,0,0
2,-1,1.351,0,0,0,0
2,-2,5.267,0,0,0,0
2,-3,10.285,0,0,0,0
2,0,5.019,1,0,0,1
2,1,5.94,1,0,0,1
2,2,13.291,1,0,0,1
2,3,9.283,1,0,0,0
2,2,13.867,1,0,0,0
2,1,21.715,1,0,0,1
2,0,4.418,0,0,0,0
2,-1,7.187,0,0,0,0
2,-2,0.931,0,0,0,0
2,-3,1.267,0,0,0,0
2,0,1.167,1,1,0,1
2,1,12.515,1,0,0,1
2,2,4.322,1,0,0,1
2,3,5.933,1,0,0,1
2,0,31.437,0,0,0,1
2,1,5.37,0,0,0,0
2,0,16.715,0,0,0,1
2,1,4.838,0,0,0,0
2,0,1.422,0,0,0,0
2,-1,18.177,0,0,0,0
2,0,20.301,1,0,0,0
2,-1,2.936,1,1,0,1
2,0,19.604,1,0,0,0
2,-1,12.488,1,0,0,0
2,-2,109.008,1,0,0,0
2,0,17.903,0,0,1,1
2,1,1.44,0,0,0,0
2,0,21.195,0,0,0,0
2,-1,1.06,0,0,0,0
2,-2,13.261,0,0,0,0
2,0,16.074,1,0,0,0
2,-1,9.102,1,0,0,1
2,0,10.909,1,0,0,1
2,1,13.641,1,0,0,1
2,2,5.008,1,0,0,1
2,0,1.035,0,0,0,0
2,-1,31.025,0,0,0,0
2,-2,41.218,0,0,0,1
2,-1,6.59,0,0,0,0
2,-2,12.357,0,0,0,1
2,-1,0.85,0,0,0,0
2,0,9.116,1,0,0,0
2,-1,10.446,1,0,0,1
2,0,7.473,1,0,0,1
2,1,13.652,1,0,1,1
2,2,36.704,1,0,0,1
2,0,26.739,0,0,0,0
2,-1,1.09,0,0,0,0
2,-2,10.003,0,0,0,0
2,-3,7.063,0,0,0,0
2,0,0.756,1,1,0,1
2,1,15.655,1,0,0,0
2,0,18.033,1,0,1,1
2,1,19.839,1,0,0,0
2,0,7.641,1,0,0,1
2,1,3.653,1,0,0,1
2,0,1.521,0,0,0,0
2,-1,25.098,0,0,0,0
2,-2,14.341,0,0,0,0
2,-3,6.019,0,0,0,0
2,0,9.717,1,0,0,0
2,-1,86.947,1,0,0,1
2,0,31.962,1,0,0,0
2,-1,43.021,1,0,0,0
2,-2,14.077,1,0,1,1
2,-1,71.07,1,0,0,0
2,0,20.964,0,0,0,1
2,1,12.276,0,0,0,0
2,0,7.929,0,0,0,0
2,-1,16.742,0,0,0,0
2,-2,101.61,0,0,0,0
2,0,17.735,1,0,0,0
2,-1,9.247,1,0,0,0
2,-2,38.706,1,0,1,1
2,-1,28.764,1,0,0,0
2,-2,16.191,1,0,0,0
2,0,19.826,0,0,0,0
2,-1,45.494,0,0,0,0
2,-2,27.928,0,0,0,0
2,-3,5.251,0,0,0,1
2,-2,26.599,0,0,0,0
3,0,4.121,1,0,0,1
3,1,4.312,1,0,0,1
3,2,10.046,1,0,0,1
3,3,6.162,1,0,0,1
3,0,3.342,0,0,0,0
3,-1,11.974,0,0,0,0
3,-2,16.246,0,0,0,0
3,-3,13.828,0,0,0,0
3,0,6.138,1,0,0,1
3,1,2.927,1,0,0,1
3,2,9.757,1,0,0,1
3,3,25.291,1,0,1,1
3,0,9.402,0,0,0,1
3,1,0.94,0,0,0,1
3,2,18.78,0,0,0,0
3,1,10.898,0,0,0,0
3,0,22.463,0,0,0,1
3,1,38.64,0,0,0,0
3,0,6.104,0,0,0,0
3,-1,15.568,0,0,0,1
3,0,1.066,0,0,0,0
3,-1,15.193,0,0,0,0
3,0,3.327,1,0,0,1
3,1,7.137,1,0,0,1
3,2,21.913,1,0,0,1
3,3,6.802,1,0,1,1
3,0,6.825,0,0,0,1
3,1,7.05,0,0,0,0
3,0,2.535,0,0,0,1
3,1,18.615,0,0,0,1
3,2,21.853,0,0,0,0
3,1,18.443,0,0,0,0
3,0,4.217,0,0,0,0
3,-1,7.924,0,0,0,1
3,0,16.044,0,0,0,0
3,-1,8.31,0,0,0,0
3,0,9.239,1,0,0,1
3,1,9.381,1,0,0,0
3,0,1.32,1,1,0,1
3,1,13.15,1,0,0,0
3,0,8.032,1,0,1,1
3,1,16.54,1,0,0,0
3,0,7.662,1,0,0,0
3,-1,34.949,1,0,0,0
3,0,6.688,0,0,0,1
3,1,9.21,0,0,0,0
3,0,7.279,0,0,0,1
3,1,28.009,0,0,0,0
3,0,24.155,0,0,0,0
3,-1,7.556,0,0,0,1
3,0,10.532,0,0,0,0
3,-1,7.888,0,0,0,0
3,0,7.041,1,0,0,0
3,-1,6.112,1,0,0,0
3,-2,26.559,1,0,0,0
3,-3,3.239,1,0,0,0
3,0,22.316,0,0,0,0
3,-1,5.647,0,0,0,1
3,0,8.31,0,0,0,1
3,1,5.765,0,0,0,0
3,0,24.947,0,0,0,0
3,-1,1.328,0,0,0,0
3,0,9.908,1,0,0,1
3,1,14.547,1,0,0,1
3,2,3.7,1,0,0,1
3,3,7.825,1,0,0,1
3,0,7.67,0,0,0,1
3,1,14.721,0,0,0,1
3,2,1.571,0,0,0,1
3,3,4.473,0,0,0,0
3,2,18.529,0,0,0,1
3,0,1.165,1,1,0,1
3,1,3.682,1,0,0,1
3,2,1.504,1,1,0,1
3,3,3.803,1,0,0,0
3,2,0.825,1,1,0,1
3,0,0.994,0,0,0,0
3,-1,1.691,0,0,0,1
3,0,26.331,0,0,0,0
3,-1,7.61,0,0,0,0
3,-2,2.424,0,0,0,0
3,0,4.154,1,0,0,0
3,-1,12.593,1,0,0,0
3,-2,11.404,1,0,0,0
3,-3,7.89,1,0,0,1
3,-2,5.492,1,0,0,1
3,-1,10.714,1,0,0,1
3,0,5.875,1,0,0,0
3,-1,22.151,1,0,1,1
3,0,15.336,1,0,0,0
3,-1,23.922,1,0,1,1
3,0,2.435,1,0,0,1
3,1,36.492,1,0,0,0
3,0,12.349,1,0,0,0
3,-1,15.893,1,0,1,1
3,0,6.942,1,0,0,0
3,-1,7.327,1,0,0,0
3,0,1.03,0,0,0,0
3,-1,5.809,0,0,0,0
3,-2,10.308,0,0,0,1
3,-1,11.336,0,0,0,1
3,0,4.717,0,0,0,1
3,1,24.962,0,0,0,1
3,0,3.122,1,0,0,1
3,1,7.52,1,0,0,1
3,2,1.118,1,0,0,1
3,3,5.071,1,0,0,1
3,0,7.154,0,0,0,0
3,-1,3.66,0,0,0,0
3,-2,18.193,0,0,0,0
3,-3,4.227,0,0,0,0
3,0,12.122,1,0,0,1
3,1,12.816,1,0,0,1
3,2,11.976,1,0,0,1
3,3,3.972,1,0,0,1
3,0,1.389,0,0,0,0
3,-1,24.361,0,0,0,0
3,-2,18.737,0,0,0,0
3,-3,4.682,0,0,0,1
3,-2,11.661,0,0,0,0
3,0,42.242,1,0,0,1
3,1,11.802,1,0,0,1
3,2,24.581,1,0,0,0
3,1,19.587,1,0,1,1
3,2,10.954,1,0,0,1
3,0,7.05,0,0,0,1
3,1,7.719,0,0,0,1
3,2,1.475,0,0,0,0
3,1,8.426,0,0,0,0
3,0,8.498,0,0,0,1
3,1,33.519,0,0,0,1
3,0,14.657,1,0,0,1
3,1,13.874,1,0,0,1
3,2,2.462,1,0,0,1
3,3,3.239,1,0,0,0
3,2,4.909,1,0,0,1
3,0,8.934,0,0,0,0
3,-1,0.919,0,0,0,0
3,-2,4.278,0,0,0,0
3,-3,11.701,0,0,0,0
3,0,9.159,1,0,0,0
3,-1,14.937,1,0,0,0
3,-2,5.212,1,0,0,1
3,-1,38.868,1,0,1,1
3,0,32.999,1,0,0,1
3,1,26.085,1,0,0,0
3,0,0.592,1,1,0,1
3,1,4.751,1,0,0,1
3,0,3.58,0,0,0,0
3,-1,8.002,0,0,0,0
3,-2,9.052,0,0,0,1
3,-1,4.551,0,0,0,0
3,-2,23.04,0,0,0,0
3,0,29.056,1,0,0,1
3,1,13.168,1,0,0,1
3,2,23.43,1,0,0,0
3,1,12.893,1,0,0,1
3,2,11.38,1,0,0,0
3,1,15.94,1,0,0,0
3,0,28.777,1,0,0,1
3,1,43.99,1,0,0,0
3,0,21.082,1,0,0,1
3,1,26.544,1,0,0,0
3,0,20.985,1,0,0,1
3,1,6.081,1,0,0,1
3,0,8.156,0,0,0,1
3,1,4.939,0,0,0,0
3,0,17.948,0,0,0,0
3,-1,4.816,0,0,0,0
3,-2,3.843,0,0,0,1
3,-1,9.338,0,0,0,1
3,0,5.617,0,0,0,1
3,1,8.592,0,0,0,0
3,0,20.047,0,0,0,1
3,1,7.772,0,0,0,1
3,0,8.404,1,0,0,0
3,-1,23.898,1,0,0,0
3,-2,28.519,1,0,1,1
3,-1,15.137,1,0,0,0
3,-2,10.53,1,0,0,1
3,-1,32.75,1,0,0,1
3,0,16.418,1,0,0,0
3,-1,26.616,1,0,0,0
3,0,2.795,0,0,0,0
3,-1,6.382,0,0,0,0
3,-2,0.829,0,0,0,0
3,-3,6.75,0,0,0,0
3,0,30.079,1,0,0,0
3,-1,3.484,1,0,0,1
3,0,4.863,1,0,0,1
3,1,4.977,1,0,0,1
3,2,8.46,1,0,0,0
3,1,8.622,1,0,0,1
3,0,5.218,0,0,0,0
3,-1,38.65,0,0,0,1
3,0,30.573,0,0,0,0
3,-1,6.817,0,0,0,0
3,-2,22.93,0,0,0,1
3,-1,11.577,0,0,0,0
3,0,10.224,1,0,0,0
3,-1,6.284,1,0,0,0
3,-2,21.493,1,0,0,1
3,-1,3.51,1,0,0,1
3,0,23.551,1,0,0,0
3,-1,18.317,1,0,0,1
3,0,4.358,1,0,0,1
3,1,4.736,1,0,0,1
3,0,10.399,0,0,0,1
3,1,12.335,0,0,0,0
3,0,1.343,0,0,0,0
3,-1,25.974,0,0,0,0
3,-2,22.149,0,0,0,0
3,0,0.864,1,1,0,1
3,1,15.632,1,0,0,0
3,0,11.239,1,0,0,1
3,1,3.407,1,0,0,1
