match_id,point_diff,distance_run,win_streak,unf_err,serve,ace,elapsed_time,net_pt_won,last_round_rally_cnt,double_fault,break_pt_missed,distance_lag1,distance_lag2,rally_cnt_lag1,rally_cnt_lag2,label
0,-2,3.619,0,0,0,0,25,0,1,0,0,0.896,1.621,1,3,0
0,-3,9.33,0,0,0,0,25,0,1,0,0,3.619,0.896,1,1,0
0,0,0.827,0,0,1,1,60,0,1,0,0,9.33,3.619,1,1,1
0,1,2.754,1,0,1,0,21,0,1,0,0,0.827,9.33,1,1,1
0,2,3.314,2,0,1,0,36,0,1,0,0,2.754,0.827,1,1,0
0,1,35.48,0,1,1,0,56,0,2,0,0,3.314,2.754,1,1,0
0,0,0.824,0,0,1,1,44,0,12,0,0,35.48,3.314,2,1,1
0,1,11.674,1,1,1,0,27,0,1,0,0,0.824,35.48,12,2,0
0,0,7.494,0,1,1,0,45,0,2,0,0,11.674,0.824,1,12,0
0,-1,8.235,0,0,1,0,65,0,2,0,0,7.494,11.674,2,1,0
0,0,8.125,0,0,0,0,45,0,2,0,0,8.235,7.494,2,2,0
0,-1,9.712,0,0,0,0,24,0,1,0,0,8.125,8.235,2,2,0
0,-2,10.788,0,0,0,0,30,0,1,0,0,9.712,8.125,1,2,0
0,-3,33.044,0,1,0,0,78,0,3,0,0,10.788,9.712,1,1,0
0,0,54.924,0,0,1,0,134,0,7,0,0,33.044,10.788,3,1,0
0,-1,6.013,0,0,1,0,55,0,10,0,0,54.924,33.044,7,3,1
0,0,0.761,1,0,1,1,24,0,1,0,0,6.013,54.924,10,7,1
0,1,57.844,2,0,1,0,40,0,1,0,0,0.761,6.013,1,10,0
0,0,12.977,0,0,1,0,44,0,8,0,0,57.844,0.761,1,1,0
0,-1,9.419,0,0,1,0,49,0,4,0,0,12.977,57.844,8,1,1
0,0,14.306,1,0,1,0,56,0,3,0,0,9.419,12.977,4,8,1
0,1,46.74,2,0,1,0,31,0,3,0,0,14.306,9.419,3,4,1
0,0,31.199,0,0,0,0,77,0,11,0,0,46.74,14.306,3,3,0
0,-1,11.273,0,0,0,0,38,0,5,0,0,31.199,46.74,11,3,0
0,-2,22.467,0,0,0,0,30,0,1,0,0,11.273,31.199,5,11,1
0,-1,36.689,1,0,0,0,56,0,6,0,0,22.467,11.273,1,5,1
0,0,39.829,2,0,0,0,44,0,8,0,0,36.689,22.467,6,1,1
0,1,30.783,3,0,0,0,53,0,10,0,1,39.829,36.689,8,6,0
0,0,39.903,0,0,0,0,65,0,5,0,0,30.783,39.829,10,8,1
0,1,26.961,1,0,0,0,66,0,10,0,1,39.903,30.783,5,10,0
0,0,6.211,0,0,0,0,38,0,3,0,0,26.961,39.903,10,5,0
0,-1,20.629,0,0,0,0,29,0,1,0,0,6.211,26.961,3,10,0
0,0,6.367,0,0,1,0,131,0,5,0,0,20.629,6.211,1,3,0
0,-1,4.716,0,0,1,0,39,0,2,0,0,6.367,20.629,5,1,1
0,0,5.607,1,1,1,0,28,0,1,0,0,4.716,6.367,2,5,0
0,-1,2.576,0,0,1,0,58,0,2,0,0,5.607,4.716,1,2,1
0,0,12.352,1,0,1,0,29,0,1,0,0,2.576,5.607,2,1,1
0,1,29.38,2,0,1,0,26,0,1,0,0,12.352,2.576,1,2,0
0,0,7.675,0,0,1,0,42,1,10,0,0,29.38,12.352,1,1,1
0,1,0.75,1,0,1,0,31,0,3,0,0,7.675,29.38,10,1,1
0,0,17.854,0,0,0,0,56,0,1,0,0,0.75,7.675,3,10,1
0,1,17.377,1,1,0,0,34,0,4,0,0,17.854,0.75,1,3,0
0,0,14.452,0,1,0,0,35,0,3,0,0,17.377,17.854,4,1,0
0,-1,13.127,0,0,0,0,35,0,3,0,0,14.452,17.377,3,4,0
0,-2,40.298,0,0,0,0,34,0,3,0,0,13.127,14.452,3,3,1
0,-1,50.075,1,0,0,0,31,0,2,0,0,40.298,13.127,3,3,1
0,0,33.142,2,0,0,0,72,0,8,0,0,50.075,40.298,2,3,1
0,1,11.436,3,0,0,0,63,0,8,0,1,33.142,50.075,8,2,0
0,0,32.537,0,0,0,0,31,0,1,0,0,11.436,33.142,8,8,0
0,-1,15.161,0,0,0,0,45,0,7,0,0,32.537,11.436,1,8,1
0,0,26.033,0,0,0,0,42,0,4,0,0,15.161,32.537,7,1,1
0,1,9.834,1,0,0,0,89,0,6,0,0,26.033,15.161,4,7,1
0,0,2.388,0,0,1,0,121,0,2,0,0,9.834,26.033,6,4,1
0,1,3.157,1,0,1,0,19,0,1,0,0,2.388,9.834,2,6,1
0,2,9.182,2,0,1,0,33,0,1,0,0,3.157,2.388,1,2,1
0,3,9.346,3,0,1,0,38,0,3,0,0,9.182,3.157,1,1,1
0,0,8.636,0,0,0,0,46,0,3,0,0,9.346,9.182,3,1,1
0,1,1.547,1,0,0,0,26,0,2,0,0,8.636,9.346,3,3,0
0,0,4.077,0,0,0,0,26,0,1,0,0,1.547,8.636,2,3,0
0,-1,7.731,0,0,0,0,39,0,1,0,0,4.077,1.547,1,2,0
0,-2,30.357,0,0,0,0,26,0,1,0,0,7.731,4.077,1,1,0
0,0,5.517,0,0,1,0,106,0,3,0,0,30.357,7.731,1,1,1
0,1,18.229,1,0,1,0,29,0,1,0,0,5.517,30.357,3,1,0
0,0,2.83,0,0,1,0,64,0,6,0,0,18.229,5.517,1,3,1
0,1,32.24,1,0,1,0,42,0,1,0,0,2.83,18.229,6,1,1
0,2,9.467,2,0,1,0,40,0,7,0,0,32.24,2.83,1,6,0
0,1,18.941,0,0,1,0,33,0,2,0,0,9.467,32.24,7,1,1
0,0,1.087,0,0,0,0,48,0,5,0,0,18.941,9.467,2,7,0
0,-1,7.276,0,0,0,0,26,0,1,0,0,1.087,18.941,5,2,0
0,-2,10.946,0,0,0,0,29,0,1,0,0,7.276,1.087,1,5,1
0,-1,28.855,1,0,0,0,43,0,2,0,0,10.946,7.276,1,1,0
0,-2,4.713,0,0,0,0,53,0,3,0,0,28.855,10.946,2,1,0
0,0,7.323,0,0,1,1,129,0,1,0,0,4.713,28.855,3,2,1
0,1,1.865,1,0,1,0,35,0,1,0,0,7.323,4.713,1,3,1
0,2,1.945,2,0,1,0,39,0,1,0,0,1.865,7.323,1,1,1
0,3,18.845,3,0,1,0,39,0,1,0,0,1.945,1.865,1,1,1
0,0,68.799,0,0,0,0,55,0,3,0,0,18.845,1.945,1,1,0
0,-1,5.871,0,0,1,0,59,0,15,0,0,68.799,18.845,3,1,1
0,0,51.185,1,0,1,0,26,0,1,0,0,5.871,68.799,15,3,1
0,1,9.273,2,0,0,0,115,0,13,0,0,51.185,5.871,1,15,0
0,0,4.948,0,0,0,0,31,0,1,0,0,9.273,51.185,13,1,0
0,-1,24.001,0,0,1,0,38,1,1,0,0,4.948,9.273,1,13,1
0,0,4.91,1,0,1,0,62,0,5,0,0,24.001,4.948,1,1,1
0,1,10.121,2,0,0,0,42,0,1,0,0,4.91,24.001,5,1,0
0,0,12.105,0,1,0,0,32,0,1,0,0,10.121,4.91,1,5,0
0,-1,19.083,0,0,1,0,56,0,3,0,0,12.105,10.121,1,1,1
0,0,4.877,1,0,1,0,39,1,5,0,0,19.083,12.105,3,1,1
0,1,20.076,2,0,0,0,39,0,3,0,0,4.877,19.083,5,3,0
0,0,5.514,0,0,0,0,74,0,3,0,0,20.076,4.877,3,5,0
0,-1,28.777,0,0,1,0,39,0,1,0,0,5.514,20.076,3,3,0
0,0,26.561,0,0,1,0,301,0,4,0,0,28.777,5.514,1,3,1
0,1,17.347,1,0,1,0,45,0,7,0,0,26.561,28.777,4,1,0
0,0,3.959,0,0,1,0,48,0,4,0,0,17.347,26.561,7,4,1
0,1,5.45,1,1,1,0,42,0,1,1,0,3.959,17.347,4,7,0
0,0,4.131,0,0,1,0,42,0,0,0,0,5.45,3.959,1,4,1
0,1,6.968,1,0,1,0,25,0,1,0,0,4.131,5.45,0,1,1
0,0,33.675,0,0,0,0,74,1,1,0,0,6.968,4.131,1,0,1
0,1,9.172,1,0,0,0,47,0,8,0,0,33.675,6.968,1,1,0
0,0,52.816,0,0,0,0,32,0,1,0,0,9.172,33.675,8,1,0
0,-1,9.47,0,0,0,0,55,0,3,0,0,52.816,9.172,1,8,1
0,0,17.922,1,0,0,0,40,0,2,0,0,9.47,52.816,3,1,1
0,1,11.452,2,0,0,0,40,0,4,0,1,17.922,9.47,2,3,0
0,0,8.123,0,0,0,0,38,0,3,0,0,11.452,17.922,4,2,1
0,1,27.335,1,0,0,0,45,0,2,0,1,8.123,11.452,3,4,0
0,0,10.23,0,0,0,0,30,0,1,0,0,27.335,8.123,2,3,0
0,-1,11.861,0,0,0,0,45,0,3,0,0,10.23,27.335,1,2,1
0,0,6.797,0,0,0,0,55,0,0,0,0,11.861,10.23,3,1,0
0,-1,16.698,0,0,0,0,27,0,1,0,0,6.797,11.861,0,3,0
0,0,22.725,0,0,1,0,43,0,5,0,0,16.698,6.797,1,0,1
0,1,10.8,1,0,1,0,48,0,7,0,0,22.725,16.698,5,1,1
0,2,28.877,2,0,1,0,30,0,3,0,0,10.8,22.725,7,5,0
0,1,16.725,0,1,1,0,37,0,6,0,0,28.877,10.8,3,7,0
0,0,11.081,0,0,1,0,46,0,4,0,0,16.725,28.877,6,3,1
0,1,7.905,1,0,1,1,48,0,3,0,0,11.081,16.725,4,6,1
0,0,9.981,0,0,0,0,139,0,1,0,0,7.905,11.081,3,4,1
0,1,27.698,1,0,0,0,50,0,2,0,0,9.981,7.905,1,3,1
0,2,20.258,2,1,0,0,45,0,6,0,0,27.698,9.981,2,1,0
0,1,12.132,0,0,0,0,69,0,3,0,0,20.258,27.698,6,2,1
0,2,25.215,1,0,0,0,29,0,2,0,0,12.132,20.258,3,6,1
0,0,0.585,0,0,1,1,46,0,6,0,0,25.215,12.132,2,3,1
0,1,1.91,1,0,1,0,24,0,1,0,0,0.585,25.215,6,2,1
0,2,26.138,2,0,1,0,26,0,1,0,0,1.91,0.585,1,6,1
0,3,1.076,3,1,1,0,46,0,9,1,0,26.138,1.91,1,1,0
0,2,0.778,0,0,1,1,38,0,0,0,0,1.076,26.138,9,1,1
0,0,17.965,0,0,0,0,124,0,1,0,0,0.778,1.076,0,9,1
0,1,1.075,1,0,0,0,58,0,4,0,0,17.965,0.778,1,0,0
0,0,4.072,0,0,0,0,23,0,1,0,0,1.075,17.965,4,1,0
0,-1,15.125,0,0,0,0,37,1,1,0,0,4.072,1.075,1,4,1
0,0,8.346,1,0,0,0,63,0,2,0,0,15.125,4.072,1,1,0
0,-1,11.882,0,0,0,0,42,0,3,0,0,8.346,15.125,2,1,0
0,0,3.652,0,0,1,0,36,0,1,0,0,11.882,8.346,3,2,1
0,1,13.487,1,0,1,0,24,0,1,0,0,3.652,11.882,1,3,1
0,2,14.958,2,0,1,0,29,0,3,0,0,13.487,3.652,1,1,1
0,3,0.778,3,0,1,1,39,0,3,0,0,14.958,13.487,3,1,1
0,0,6.718,0,0,0,0,115,0,1,0,0,0.778,14.958,3,3,0
0,-1,7.631,0,0,0,0,20,0,1,0,0,6.718,0.778,1,3,1
0,0,70.044,1,0,0,0,30,0,2,0,0,7.631,6.718,1,1,0
0,-1,42.94,0,0,0,0,55,0,9,0,0,70.044,7.631,2,1,1
0,0,21.835,1,0,0,0,54,0,10,0,0,42.94,70.044,9,2,1
0,1,0.729,2,0,0,0,39,0,4,0,1,21.835,42.94,10,9,0
0,0,1.617,0,0,0,0,28,0,1,0,0,0.729,21.835,4,10,0
0,-1,1.136,0,0,0,0,27,0,1,0,0,1.617,0.729,1,4,0
0,0,7.308,0,0,1,0,45,0,1,0,0,1.136,1.617,1,1,1
0,1,12.63,1,0,1,0,43,1,1,0,0,7.308,1.136,1,1,1
0,2,4.239,2,0,1,0,35,0,3,0,0,12.63,7.308,1,1,1
0,3,8.358,3,1,1,0,53,0,1,0,0,4.239,12.63,3,1,0
0,2,11.526,0,0,1,0,31,0,2,0,0,8.358,4.239,1,3,1
0,0,32.923,0,0,0,0,168,0,1,0,0,11.526,8.358,2,1,1
0,1,16.843,1,0,0,0,46,0,4,0,0,32.923,11.526,1,2,0
0,0,8.902,0,0,0,0,45,0,3,0,0,16.843,32.923,4,1,0
0,-1,7.188,0,0,0,0,24,0,1,0,0,8.902,16.843,3,4,0
0,-2,1.203,0,0,0,0,28,0,1,0,0,7.188,8.902,1,3,0
0,0,25.195,0,0,1,0,55,0,1,0,0,1.203,7.188,1,1,1
0,1,1.544,1,1,1,0,35,0,7,1,0,25.195,1.203,1,1,0
0,0,12.946,0,1,1,0,53,0,0,0,0,1.544,25.195,7,1,0
0,-1,4.202,0,0,1,0,40,0,2,0,0,12.946,1.544,0,7,1
0,0,5.061,1,1,1,0,27,0,1,1,0,4.202,12.946,2,0,0
0,-1,40.04,0,0,1,0,43,0,0,0,0,5.061,4.202,1,2,0
0,0,15.329,0,0,0,0,76,0,10,0,0,40.04,5.061,0,1,0
0,-1,6.648,0,0,0,0,37,0,3,0,0,15.329,40.04,10,0,1
0,0,18.285,1,0,0,0,46,0,2,0,0,6.648,15.329,3,10,0
0,-1,15.033,0,0,0,0,43,0,3,0,0,18.285,6.648,2,3,0
0,-2,51.154,0,0,0,0,33,1,3,0,0,15.033,18.285,3,2,1
0,-1,37.839,1,0,0,0,52,0,8,0,0,51.154,15.033,3,3,1
0,0,22.348,2,0,0,0,67,0,10,0,0,37.839,51.154,8,3,1
0,1,20.832,3,0,0,0,38,0,4,0,1,22.348,37.839,10,8,0
0,0,18.666,0,0,0,0,62,0,5,0,0,20.832,22.348,4,10,0
0,-1,17.768,0,0,0,0,39,0,3,0,0,18.666,20.832,5,4,1
0,0,16.272,0,0,0,0,58,0,4,0,0,17.768,18.666,3,5,0
0,-1,19.741,0,0,0,0,32,0,3,0,0,16.272,17.768,4,3,1
0,0,16.566,0,0,0,0,40,0,4,0,0,19.741,16.272,3,4,1
0,1,1.015,1,0,0,0,53,0,4,0,1,16.566,19.741,4,3,0
0,0,34.6,0,0,0,0,29,0,1,0,0,1.015,16.566,4,4,0
0,-1,30.164,0,0,0,0,84,0,7,0,0,34.6,1.015,1,4,1
0,0,11.716,0,0,0,0,53,0,6,0,0,30.164,34.6,7,1,0
0,-1,11.645,0,0,0,0,32,0,1,0,0,11.716,30.164,6,7,0
0,0,5.839,0,0,1,0,127,0,1,0,0,11.645,11.716,1,6,1
0,1,5.707,1,1,1,0,17,0,1,0,0,5.839,11.645,1,1,0
0,0,1.518,0,1,1,0,21,0,2,1,0,5.707,5.839,1,1,0
0,-1,10.416,0,0,1,0,35,0,0,0,0,1.518,5.707,2,1,0
0,-2,6.55,0,0,1,0,20,0,2,0,0,10.416,1.518,0,2,1
0,-1,18.155,1,0,1,0,37,1,1,0,0,6.55,10.416,2,0,1
0,0,9.226,2,0,1,0,28,1,3,0,0,18.155,6.55,1,2,1
0,1,23.988,3,0,1,0,41,0,3,0,0,9.226,18.155,3,1,1
0,0,14.05,0,0,0,0,65,0,7,0,0,23.988,9.226,3,3,0
0,-1,11.046,0,0,0,0,24,0,1,0,0,14.05,23.988,7,3,1
0,0,13.185,1,0,0,0,33,0,2,0,0,11.046,14.05,1,7,0
0,-1,16.359,0,0,0,0,49,0,3,0,0,13.185,11.046,2,1,0
0,-2,12.312,0,0,0,0,29,0,3,0,0,16.359,13.185,3,2,1
0,-1,20.628,1,0,0,0,33,0,2,0,0,12.312,16.359,3,3,1
0,0,13,2,1,0,0,35,0,4,0,0,20.628,12.312,2,3,0
0,-1,1.865,0,0,0,0,33,0,3,0,0,13,20.628,4,2,0
0,0,7.196,0,1,1,0,124,0,1,1,0,1.865,13,3,4,0
0,-1,18.567,0,0,1,0,57,0,0,0,0,7.196,1.865,1,3,1
0,0,2.312,1,0,1,0,68,0,5,0,0,18.567,7.196,0,1,1
0,1,20.729,2,0,1,0,25,1,1,0,0,2.312,18.567,5,0,1
0,2,0,3,0,1,1,36,0,5,0,0,20.729,2.312,1,5,1
0,0,66.051,0,0,0,0,58,0,1,0,0,0,20.729,5,1,1
0,1,5.41,1,0,0,0,66,0,16,0,0,66.051,0,1,5,1
0,2,6.454,2,0,0,0,48,0,0,0,0,5.41,66.051,16,1,0
0,1,5.555,0,0,0,0,25,0,1,0,0,6.454,5.41,0,16,1
0,2,12.044,1,0,0,0,33,0,2,0,1,5.555,6.454,1,0,0
0,1,11.127,0,0,0,0,37,0,3,0,0,12.044,5.555,2,1,1
0,0,29.269,0,0,1,0,116,0,2,0,0,11.127,12.044,3,2,1
0,1,5.17,1,0,1,0,34,0,7,0,0,29.269,11.127,2,3,1
0,2,4.901,2,1,1,0,44,0,3,1,0,5.17,29.269,7,2,0
0,1,2.559,0,0,1,0,39,0,0,0,0,4.901,5.17,3,7,1
0,2,4.559,1,0,1,0,29,0,1,0,0,2.559,4.901,0,3,1
0,0,6.958,0,0,0,0,39,0,1,0,0,4.559,2.559,1,0,0
0,-1,21.572,0,0,0,0,22,0,1,0,0,6.958,4.559,1,1,1
0,0,1.796,1,0,0,0,32,0,4,0,0,21.572,6.958,1,1,0
0,-1,14.401,0,0,0,0,26,0,1,0,0,1.796,21.572,4,1,0
0,-2,28.05,0,1,0,0,29,0,3,0,0,14.401,1.796,1,4,0
0,0,8.178,0,0,1,0,131,0,7,0,0,28.05,14.401,3,1,1
0,1,9.464,1,0,1,0,42,0,3,0,0,8.178,28.05,7,3,1
0,2,15.671,2,1,1,0,46,0,3,0,0,9.464,8.178,3,7,0
0,1,35.211,0,0,1,0,32,1,4,0,0,15.671,9.464,3,3,1
0,2,6.304,1,0,1,0,44,0,11,0,0,35.211,15.671,4,3,0
0,1,18.374,0,0,1,0,32,0,2,0,0,6.304,35.211,11,4,0
0,0,9.086,0,0,1,0,61,0,6,0,0,18.374,6.304,2,11,1
0,1,3.861,1,0,1,0,34,0,3,0,0,9.086,18.374,6,2,1
0,0,14.701,0,0,0,0,47,0,1,0,0,3.861,9.086,3,6,0
0,-1,10.826,0,0,0,0,38,1,1,0,0,14.701,3.861,1,3,1
0,0,26.067,1,0,0,0,40,0,2,0,0,10.826,14.701,1,1,0
0,-1,17.319,0,0,0,0,47,0,9,0,0,26.067,10.826,2,1,1
0,0,31.781,1,0,0,0,36,0,4,0,0,17.319,26.067,9,2,1
0,1,6.414,2,0,0,0,67,0,6,0,0,31.781,17.319,4,9,1
0,0,36.084,0,1,1,0,117,0,2,0,0,6.414,31.781,6,4,0
0,-1,16.595,0,0,1,0,57,1,8,0,0,36.084,6.414,2,6,1
0,0,27.722,1,0,1,0,38,0,5,0,0,16.595,36.084,8,2,1
0,1,10.044,2,0,1,0,55,0,3,0,0,27.722,16.595,5,8,0
0,0,52.318,0,0,1,0,36,0,2,0,0,10.044,27.722,3,5,0
0,-1,2.056,0,0,1,0,61,0,14,0,0,52.318,10.044,2,3,1
0,0,12.292,1,0,1,0,32,0,1,0,0,2.056,52.318,14,2,1
0,1,3.767,2,0,1,0,37,0,1,0,0,12.292,2.056,1,14,1
1,0,13.646,0,0,0,0,0,0,1,0,0,3.767,12.292,1,1,1
1,1,6.596,1,0,0,0,36,0,2,0,0,13.646,3.767,1,1,0
1,0,72.403,0,0,0,0,22,0,1,0,0,6.596,13.646,2,1,0
1,-1,17.565,0,0,0,0,54,0,9,0,0,72.403,6.596,1,2,1
1,0,3.195,1,0,0,0,40,0,2,0,0,17.565,72.403,9,1,1
1,1,5.414,2,0,0,0,40,0,0,0,1,3.195,17.565,2,9,0
1,0,4.703,0,0,0,0,25,0,1,0,0,5.414,3.195,0,2,0
1,-1,18.651,0,0,0,0,24,0,1,0,0,4.703,5.414,1,0,1
1,0,4.863,0,0,0,0,44,0,4,0,0,18.651,4.703,1,1,0
1,-1,21.321,0,0,0,0,23,1,1,0,0,4.863,18.651,4,1,1
1,0,0.971,0,0,0,0,34,0,4,0,0,21.321,4.863,1,4,0
1,-1,17.748,0,1,0,0,25,0,1,0,0,0.971,21.321,4,1,0
1,0,10.801,0,0,1,0,79,1,3,0,0,17.748,0.971,1,4,1
1,1,10.715,1,0,1,0,26,0,3,0,0,10.801,17.748,3,1,1
1,2,6.632,2,0,1,0,41,0,3,0,0,10.715,10.801,3,3,1
1,3,3.931,3,0,1,0,27,0,3,0,0,6.632,10.715,3,3,1
1,0,4.711,0,0,0,0,38,0,1,0,0,3.931,6.632,3,3,0
1,-1,33.676,0,0,0,0,22,0,1,0,0,4.711,3.931,1,3,1
1,0,14.696,1,0,0,0,46,0,4,0,0,33.676,4.711,1,1,0
1,-1,5.771,0,0,0,0,27,0,3,0,0,14.696,33.676,4,1,0
1,-2,20.07,0,0,0,0,27,0,1,0,0,5.771,14.696,3,4,0
1,0,19.797,0,0,1,0,151,1,3,0,0,20.07,5.771,1,3,1
1,1,5.527,1,0,1,0,31,0,5,0,0,19.797,20.07,3,1,1
1,2,22.044,2,1,1,0,27,0,3,0,0,5.527,19.797,5,3,0
1,1,19.56,0,0,1,0,45,0,4,0,0,22.044,5.527,3,5,1
1,2,5.568,1,0,1,0,36,0,5,0,0,19.56,22.044,4,3,1
1,0,4.021,0,0,0,0,33,0,1,0,0,5.568,19.56,5,4,0
1,-1,5.715,0,0,0,0,35,0,1,0,0,4.021,5.568,1,5,0
1,-2,12.276,0,0,0,0,21,0,1,0,0,5.715,4.021,1,1,1
1,-1,1.222,1,0,0,0,43,0,4,0,0,12.276,5.715,1,1,0
1,-2,6.431,0,0,0,0,25,0,1,0,0,1.222,12.276,4,1,0
1,0,22.039,0,0,1,0,99,0,1,0,0,6.431,1.222,1,4,1
1,1,28.643,1,0,1,0,34,0,7,0,0,22.039,6.431,1,1,0
1,0,8.482,0,0,1,0,58,0,6,0,0,28.643,22.039,7,1,1
1,1,2.78,1,0,1,0,24,0,1,0,0,8.482,28.643,6,7,1
1,2,11.155,2,0,1,0,22,1,1,0,0,2.78,8.482,1,6,1
1,0,6.455,0,0,0,0,44,0,3,0,0,11.155,2.78,1,1,0
1,-1,1.184,0,0,0,0,22,0,1,0,0,6.455,11.155,3,1,0
1,-2,5.556,0,0,0,0,22,0,1,0,0,1.184,6.455,1,3,0
1,-3,1.498,0,0,0,0,24,0,1,0,0,5.556,1.184,1,1,0
1,0,36.345,0,1,1,0,107,0,1,0,0,1.498,5.556,1,1,0
1,-1,4.229,0,0,1,0,36,0,10,0,0,36.345,1.498,1,1,1
