match_id,point_diff,distance_run,win_streak,unf_err,serve,ace,elapsed_time,last_round_rally_cnt,net_pt_won,double_fault,break_pt_missed,distance_lag1,distance_lag2,rally_cnt_lag1,rally_cnt_lag2,label
1,0,44.737,0,0,1,0,61,1,0,0,0,13.822,17.507,2,3,0
1,1,20.544,1,0,1,0,56,4,0,0,0,44.737,13.822,1,2,1
1,0,18.406,0,0,1,0,28,1,0,0,0,20.544,44.737,4,1,0
1,1,15.83,1,0,1,0,24,2,0,0,0,18.406,20.544,1,4,1
1,0,39.567,0,0,1,0,25,1,0,0,0,15.83,18.406,2,1,1
1,-1,17.934,0,0,0,0,59,3,0,0,0,39.567,15.83,1,2,0
1,0,26.376,1,0,0,0,38,1,0,0,0,17.934,39.567,3,1,1
1,-1,15.033,0,0,0,0,25,2,0,0,0,26.376,17.934,1,3,0
1,0,7.856,1,0,0,0,23,1,0,0,0,15.033,26.376,2,1,1
1,-1,18.734,0,0,0,0,27,2,0,0,0,7.856,15.033,1,2,0
1,0,30.825,0,0,0,0,34,1,0,0,0,18.734,7.856,2,1,0
1,1,14.091,1,0,1,0,98,1,0,0,0,30.825,18.734,1,2,1
1,2,16.055,2,0,1,0,20,1,0,0,0,14.091,30.825,1,1,1
1,3,14.019,3,0,1,0,21,1,0,0,0,16.055,14.091,1,1,1
1,0,22.492,0,0,1,0,24,3,0,0,0,14.019,16.055,1,1,1
1,1,28.14,1,0,0,0,38,1,0,0,0,22.492,14.019,3,1,1
1,2,24.008,2,0,1,0,90,2,0,0,0,28.14,22.492,1,3,1
1,3,32.939,3,0,1,0,28,3,0,0,0,24.008,28.14,2,1,1
1,2,22.265,0,0,0,0,55,3,0,0,0,32.939,24.008,3,2,0
1,1,24.573,0,0,0,0,47,1,0,0,0,22.265,32.939,3,3,0
1,2,24.823,1,0,1,0,32,1,0,0,0,24.573,22.265,1,3,1
1,3,28.905,2,0,1,0,76,1,0,0,0,24.823,24.573,1,1,1
1,2,23.563,0,1,0,0,38,3,0,0,0,28.905,24.823,1,1,0
1,1,16.918,0,0,0,0,43,3,0,0,0,23.563,28.905,3,1,0
1,2,32.064,1,0,1,0,36,1,0,0,0,16.918,23.563,3,3,1
1,0,16.774,0,0,1,0,55,3,0,0,0,32.064,16.918,1,3,1
1,-1,22.529,0,1,1,0,136,1,0,0,0,16.774,32.064,3,1,0
1,-2,30.397,0,0,1,0,41,2,0,0,0,22.529,16.774,1,3,0
1,-1,17.824,1,0,1,0,29,2,0,0,0,30.397,22.529,2,1,1
1,-2,21.009,0,1,1,0,22,1,0,0,0,17.824,30.397,2,2,0
1,0,42.28,0,0,1,0,49,2,0,0,0,21.009,17.824,1,2,0
1,1,35.181,1,0,0,0,59,2,0,0,0,42.28,21.009,2,1,1
1,0,23.91,0,0,0,0,51,4,0,0,0,35.181,42.28,2,2,0
1,-1,18.331,0,0,0,0,40,3,0,0,0,23.91,35.181,4,2,0
1,-2,19.916,0,0,0,0,21,1,0,0,0,18.331,23.91,3,4,0
1,-1,17.834,1,0,0,0,19,1,0,0,0,19.916,18.331,1,3,1
1,0,23.779,0,0,0,0,27,4,0,0,0,17.834,19.916,1,1,0
1,-1,18.936,0,0,1,0,38,1,1,0,0,23.779,17.834,4,1,0
1,-2,17.623,0,1,1,0,26,4,0,0,0,18.936,23.779,1,4,0
1,-1,28.797,1,0,1,0,26,2,0,0,0,17.623,18.936,4,1,1
1,0,31.128,2,0,1,0,30,3,0,0,0,28.797,17.623,2,4,1
1,-1,17.942,0,0,1,0,27,3,0,0,0,31.128,28.797,3,2,0
1,0,16.299,1,0,1,0,27,2,0,0,0,17.942,31.128,3,3,1
1,1,22.034,2,0,1,0,26,1,0,0,0,16.299,17.942,2,3,1
1,0,13.772,0,0,1,0,26,3,0,0,0,22.034,16.299,1,2,0
1,1,16.883,1,0,1,0,30,2,0,0,0,13.772,22.034,3,1,1
1,0,23.283,0,0,1,0,30,3,0,0,0,16.883,13.772,2,3,0
1,-1,18.15,0,1,1,0,51,2,0,0,0,23.283,16.883,3,2,0
1,0,41.105,0,0,1,0,38,2,0,0,0,18.15,23.283,2,3,1
1,1,18.465,1,0,1,0,21,3,0,0,0,41.105,18.15,2,2,1
1,0,17.173,0,0,1,0,35,3,0,0,0,18.465,41.105,3,2,1
1,-1,22.658,0,0,0,0,119,3,0,0,0,17.173,18.465,3,3,0
1,0,14.38,1,0,0,0,17,1,0,0,0,22.658,17.173,3,3,1
1,-1,19.346,0,0,0,0,34,0,0,0,0,14.38,22.658,1,3,0
1,-2,20.636,0,0,0,0,20,1,0,0,0,19.346,14.38,0,1,0
1,0,17.676,0,0,0,0,19,1,0,0,0,20.636,19.346,1,0,0
1,-1,22.546,0,1,1,0,41,1,1,0,0,17.676,20.636,1,1,0
1,0,12.49,1,0,1,0,21,2,0,0,0,22.546,17.676,1,1,1
1,1,12.251,2,0,1,1,17,1,0,0,0,12.49,22.546,2,1,1
1,0,14.551,0,0,1,0,17,1,0,0,0,12.251,12.49,1,2,0
1,1,17.553,1,0,1,0,38,2,0,0,0,14.551,12.251,1,1,1
1,0,21.969,0,0,1,0,23,1,0,0,0,17.553,14.551,2,1,1
1,-1,34.348,0,0,0,0,117,3,0,0,0,21.969,17.553,1,2,0
1,0,19.332,1,0,0,0,43,3,0,0,0,34.348,21.969,3,1,1
1,1,23.965,2,0,0,0,40,4,0,0,0,19.332,34.348,3,3,1
1,0,53.293,0,0,0,0,46,2,0,0,0,23.965,19.332,4,3,0
1,-1,16.821,0,0,0,0,67,3,0,0,0,53.293,23.965,2,4,0
1,0,20.402,1,0,0,0,41,1,0,0,0,16.821,53.293,3,2,1
1,-1,21.127,0,0,0,0,45,2,0,0,0,20.402,16.821,1,3,0
1,0,18.191,0,0,0,0,25,3,0,0,0,21.127,20.402,2,1,0
1,1,14.045,1,0,1,0,37,1,0,0,0,18.191,21.127,3,2,1
1,2,39.889,2,0,1,0,27,1,0,0,0,14.045,18.191,1,3,1
1,3,16.182,3,0,1,0,25,3,0,0,0,39.889,14.045,1,1,1
1,0,11.96,0,0,1,0,27,1,0,0,0,16.182,39.889,3,1,1
1,-1,24.051,0,1,0,0,99,1,0,0,0,11.96,16.182,1,3,0
1,-2,17.766,0,0,0,0,20,3,0,0,0,24.051,11.96,1,1,0
1,-3,17.071,0,0,0,0,19,1,0,0,0,17.766,24.051,3,1,0
1,0,15.8,0,0,0,0,17,1,0,0,0,17.071,17.766,1,3,0
1,1,16.264,1,0,1,0,41,1,0,0,0,15.8,17.071,1,1,1
1,2,20.237,2,0,1,0,30,1,0,0,0,16.264,15.8,1,1,1
1,3,14.202,3,0,1,0,31,1,0,0,0,20.237,16.264,1,1,1
1,0,5.46,0,0,1,0,13,1,0,0,0,14.202,20.237,1,1,1
1,-1,15.159,0,0,0,0,96,1,0,0,0,5.46,14.202,1,1,0
1,-2,18.31,0,0,0,0,21,1,0,0,0,15.159,5.46,1,1,0
1,-3,14.738,0,0,0,0,15,1,0,0,0,18.31,15.159,1,1,0
1,0,14.817,0,0,0,0,18,1,0,0,0,14.738,18.31,1,1,0
1,1,16.276,1,0,1,0,139,1,0,0,0,14.817,14.738,1,1,1
1,2,26.695,2,0,1,0,25,1,0,0,0,16.276,14.817,1,1,1
1,3,25.872,3,0,1,0,46,3,0,0,0,26.695,16.276,1,1,1
1,0,31.723,0,0,1,0,61,3,0,0,0,25.872,26.695,3,1,1
1,-1,34.272,0,0,0,0,67,3,0,0,0,31.723,25.872,3,3,0
1,-2,17.265,0,0,0,0,19,1,0,0,0,34.272,31.723,3,3,0
1,-3,15.617,0,0,0,0,29,1,0,0,0,17.265,34.272,1,3,0
1,0,25.202,0,0,0,0,21,1,0,0,0,15.617,17.265,1,1,0
1,1,30.902,1,0,1,0,76,3,0,0,0,25.202,15.617,1,1,1
1,2,13.51,2,0,1,0,20,3,0,0,0,30.902,25.202,3,1,1
1,1,30.75,0,0,1,0,35,1,0,0,0,13.51,30.902,3,3,0
1,2,15.211,1,0,1,0,42,2,0,0,0,30.75,13.51,1,3,1
1,0,12.411,0,0,1,1,21,1,0,0,0,15.211,30.75,2,1,1
1,-1,16.942,0,0,0,0,110,1,0,0,0,12.411,15.211,1,2,0
1,0,37.69,1,0,0,0,19,1,0,0,0,16.942,12.411,1,1,1
1,-1,20.194,0,0,0,0,53,2,0,0,0,37.69,16.942,1,1,0
1,-2,20.366,0,0,0,0,24,1,0,0,0,20.194,37.69,2,1,0
1,-1,23.984,1,0,0,0,42,1,0,0,0,20.366,20.194,1,2,1
1,0,20.681,2,0,0,0,24,4,0,0,0,23.984,20.366,1,1,1
1,-1,16.703,0,0,0,0,40,2,0,0,0,20.681,23.984,4,1,0
1,0,25.724,0,0,0,0,20,1,0,0,0,16.703,20.681,2,4,1
1,-1,18.858,0,0,0,0,43,2,0,0,0,25.724,16.703,1,2,0
1,0,24.379,0,0,0,0,18,1,0,0,0,18.858,25.724,2,1,1
1,-1,16.177,0,0,0,0,53,2,0,0,0,24.379,18.858,1,2,0
